ID,Name,Platform_id,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
13128,DiRT 2,13,2009,Racing,Codemasters,0,0.04,0,0.01,0.05
13129,Detective Conan: Prelude from the Past,4,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05
13130,Dr. Seuss: Green Eggs and Ham,6,2003,Action,NewKidCo,0.04,0.01,0,0,0.05
13131,Sea Monsters: A Prehistoric Adventure,25,2007,Adventure,Zushi Games,0.04,0,0,0,0.05
13132,Atelier Rorona: Alchemist of Arland,20,2013,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05
13133,Guilty Gear Dust Strikers,4,2006,Fighting,Majesco Entertainment,0.05,0,0,0,0.05
13134,Dark Summit,7,2002,Sports,THQ,0.04,0.01,0,0,0.05
13135,Singularity,13,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05
13136,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,4,2010,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13137,George of the Jungle and the Search for the Secret,4,2008,Platform,Ignition Entertainment,0.05,0,0,0,0.05
13138,Turbo Turtle Adventure,6,2002,Puzzle,Majesco Entertainment,0.04,0.01,0,0,0.05
13139,Sengoku Basara 4: Sumeragi,18,2015,Action,Capcom,0,0,0.05,0,0.05
13140,"Warhammer 40,000: Dawn of War",13,2004,Strategy,THQ,0.01,0.03,0,0.01,0.05
13141,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,19,2006,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13142,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,23,1994,Misc,Vap,0,0,0.05,0,0.05
13143,Corpse Party: Blood Covered - Repeated Fear,19,2010,Adventure,5pb,0,0,0.05,0,0.05
13144,The Lost Treasures of Alexandria,4,2011,Puzzle,Unknown,0,0.04,0,0.01,0.05
13145,Chronicles of the Sword,15,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05
13146,Hail to the Chimp,17,2008,Misc,Gamecock,0.05,0,0,0,0.05
13147,The Lost Vikings,6,2003,Puzzle,Activision,0.04,0.01,0,0,0.05
13148,Keiba Eight Special,23,1993,Sports,Misawa,0,0,0.05,0,0.05
13149,Yaiba: Ninja Gaiden Z,28,2014,Action,Tecmo Koei,0.03,0.02,0,0,0.05
13150,Harukanaru Toki no Naka de 3,16,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05
13151,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,7,2005,Platform,Global Star,0.04,0.01,0,0,0.05
13152,Need for Speed Carbon,13,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05
13153,Reel Fishing: The Great Outdoors,19,2006,Sports,Natsume,0.05,0,0,0,0.05
13154,Assassin's Creed: Altair's Chronicles,4,2008,Platform,Ubisoft,0.03,0.01,0,0,0.05
13155,Pirates vs Ninja Dodgeball,25,2009,Sports,SouthPeak Games,0.05,0,0,0,0.05
13156,Guild 01,2,2012,Action,Level 5,0,0,0.05,0,0.05
13157,The History Channel: Great Battles - Medieval,17,,Strategy,Slitherine Software,0,0.04,0,0.01,0.05
13158,Nike+ Kinect Training,28,2012,Sports,Microsoft Game Studios,0.02,0.02,0,0,0.05
13159,Durarara!! 3-way Standoff,19,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05
13160,Ty the Tasmanian Tiger 3: Night of the Quinkan,6,2005,Action,Zoo Digital Publishing,0.04,0.01,0,0,0.05
13161,Cartoon Network Racing,4,2006,Action,Game Factory,0.04,0,0,0,0.05
13162,Tokimeki Memorial Girl's Side 2nd Kiss,16,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
13163,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,19,2010,Role-Playing,Spike,0,0,0.05,0,0.05
13164,Active Life: Magical Carnival,25,2011,Misc,Namco Bandai Games,0.04,0.01,0,0,0.05
13165,Hokuto no Ken,16,2007,Fighting,Sega,0,0,0.05,0,0.05
13166,Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),4,2006,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05
13167,Stretch Panic,16,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05
13168,Empire Earth,13,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05
13169,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05
13170,Baku Baku,21,1995,Puzzle,Sega,0,0,0.05,0,0.05
13171,Pro Cycling Manager 2016,18,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
13172,SD Gundam: Over Galaxian,15,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
13173,Rogue Ops,7,2003,Action,Kemco,0.04,0.01,0,0,0.05
13174,Smart Kid's Party Fun Pak,4,2008,Misc,UFO Interactive,0.05,0,0,0,0.05
13175,MXGP 2,30,2016,Racing,Milestone S.r.l.,0.02,0.02,0,0,0.05
13176,Virtua Tennis 3,28,2007,Sports,Sega,0.03,0.02,0,0,0.05
13177,BeatMania IIDX 3rd Style,16,2000,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05
13178,Yu-Gi-Oh! World Championship 2007,4,2007,Strategy,Konami Digital Entertainment,0,0.01,0.04,0,0.05
13179,Hummer Badlands,16,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05
13180,Freelancer,13,2003,Simulation,Microsoft Game Studios,0.02,0.02,0,0.01,0.05
13181,Woody Woodpecker: Escape from Buzz Buzzard Park,16,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05
13182,Operation Flashpoint: Dragon Rising,13,2009,Shooter,Codemasters,0.01,0.03,0,0.01,0.05
13183,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",16,2007,Adventure,505 Games,0,0,0.05,0,0.05
13184,Furu Furu Park,25,2007,Misc,Taito,0.05,0,0,0,0.05
13185,Monster Band,4,2008,Misc,Tivola,0.04,0,0,0,0.05
13186,Alter Echo,29,2003,Shooter,THQ,0.04,0.01,0,0,0.05
13187,BeatMania IIDX 4th Style: New Songs Collection,16,2001,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05
13188,Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,4,2008,Misc,Benesse,0,0,0.05,0,0.05
13189,G1 Grand Prix,2,2012,Action,Genki,0,0,0.05,0,0.05
13190,LEGO Indiana Jones 2: The Adventure Continues,13,2009,Action,Activision,0.02,0.03,0,0.01,0.05
13191,QUIZ PARTY,25,2012,Misc,Nintendo,0,0.05,0,0,0.05
13192,MTX Mototrax,19,2006,Racing,Activision,0.04,0,0,0,0.05
13193,Around the World in 80 Days,6,2004,Action,Hip Interactive,0.03,0.01,0,0,0.05
13194,Houkago Shounen,4,2008,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05
13195,The Grim Adventures of Billy & Mandy,25,2006,Action,Midway Games,0.04,0,0,0,0.05
13196,Classic Dungeon X2,19,2011,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05
13197,Whirl Tour,7,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05
13198,Sesame Street: Cookie's Counting Carnival,13,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0,0,0,0.05
13199,Pinball Tycoon,6,2002,Misc,Ignition Entertainment,0.03,0.01,0,0,0.05
13200,Major League Baseball 2K11,16,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05
13201,Cartoon Network Block Party,6,2004,Misc,Majesco Entertainment,0.03,0.01,0,0,0.05
13202,Power Spike Pro Beach Volleyball,15,2000,Sports,Infogrames,0.03,0.02,0,0,0.05
13203,White Album: Tsuzurareru Fuyu no Omoide,17,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05
13204,Harukanaru Toki no Naka de: Yumenoukihashi,4,2008,Adventure,Tecmo Koei,0,0,0.05,0,0.05
13205,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,15,1998,Misc,Gainax Network Systems,0,0,0.05,0,0.05
13206,SD Gundam: Scad Hammers,25,2006,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13207,Spitfire Heroes: Tales of the Royal Air Force,4,2008,Simulation,Destineer,0.05,0,0,0,0.05
13208,Super Bust-A-Move,6,2001,Puzzle,Ubisoft,0.03,0.01,0,0,0.05
13209,TNA iMPACT: Cross the Line,4,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05
13210,Adventure Time: Explore the Dungeon Because I Don't Know!,17,2013,Action,D3Publisher,0.02,0.02,0,0.01,0.05
13211,ZooCube,6,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0,0,0.05
13212,Stunt GP,16,2001,Racing,Titus,0.02,0.02,0,0.01,0.05
13213,Wicked Monster Blast!,25,2011,Shooter,PQube,0.04,0,0,0,0.05
13214,NBA 2K,3,1999,Sports,Sega,0,0,0.05,0,0.05
13215,D.Gray-man: Kami no Shitotachi,4,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
13216,Bladestorm: Nightmare,30,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05
13217,Strikers 1945,21,1996,Shooter,Atlus,0,0,0.05,0,0.05
13218,World Series of Poker,7,2005,Misc,Activision Value,0.04,0.01,0,0,0.05
13219,Jikkyou Oshaberi Parodius,23,1995,Shooter,Konami Digital Entertainment,0,0,0.05,0,0.05
13220,Super Jinsei Game 2,23,1995,Misc,Takara,0,0,0.05,0,0.05
13221,Winter Sports 3: The Great Tournament,25,2010,Sports,Tradewest,0.02,0.02,0,0,0.05
13222,J-League Winning Eleven 2010: Club Championship,16,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
13223,Johnny Bazookatone,15,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05
13224,Beastly Frantic Foto,4,2011,Puzzle,Storm City Games,0.04,0,0,0,0.05
13225,Neverland Card Battles,19,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05
13226,Need for Speed Underground,13,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05
13227,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2,2015,Action,Alchemist,0,0,0.05,0,0.05
13228,Reign of Fire,6,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.05
13229,Worms Reloaded,13,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05
13230,StarCraft,13,1998,Strategy,Activision,0,0.04,0,0.01,0.05
13231,Koihime Musou,16,2008,Adventure,Yeti,0,0,0.05,0,0.05
13232,Nicktoons: Attack of the Toybots,4,2007,Platform,THQ,0.04,0,0,0,0.05
13233,NBA 2K17,17,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01,0.05
13234,Blazing Souls: Accelate,19,2009,Role-Playing,Idea Factory,0.04,0,0.01,0,0.05
13235,Ms Saga: A New Dawn,16,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05
13236,Kekkon Zenya,21,1995,Adventure,Shogakukan,0,0,0.05,0,0.05
13237,Finny the Fish & the Seven Waters,16,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05
13238,Barnyard,6,2006,Action,THQ,0.03,0.01,0,0,0.05
13239,Next Generation of Chaos,16,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05
13240,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,4,2008,Misc,Takara Tomy,0,0,0.05,0,0.05
13241,GrimGrimoire,16,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05
13242,J-League '96 Dream Stadium,23,1996,Sports,Hudson Soft,0,0,0.05,0,0.05
13243,Capcom vs. SNK: Millennium Fight 2000 Pro,3,2001,Fighting,Capcom,0,0,0.05,0,0.05
13244,Golden Axe: The Duel,21,1994,Fighting,Sega,0,0,0.05,0,0.05
13245,Crime Life: Gang Wars,29,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05
13246,Tokimeki Memorial: Girls Side 1st Love,4,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05
13247,Putty Squad,20,2013,Platform,System 3,0.02,0.02,0,0.01,0.05
13248,Rugby 2005,29,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.05
13249,Rock 'N Roll Racing,6,2003,Racing,Activision,0.03,0.01,0,0,0.05
13250,Taito Legends,29,2005,Misc,Empire Interactive,0.04,0.01,0,0,0.05
13251,Far Cry,13,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05
13252,Silhouette Mirage,15,1998,Platform,ESP,0.03,0.02,0,0,0.05
13253,Dynasty Warriors Vol. 2,19,2006,Action,Tecmo Koei,0.04,0,0,0,0.05
13254,Treasure Report: Kikai Jikake no Isan,4,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13255,Growlanser VI: Precarious World,16,2007,Role-Playing,Atlus,0,0,0.05,0,0.05
13256,Block Kuzushi,23,1995,Puzzle,Pow,0,0,0.05,0,0.05
13257,Boing! Docomodake DS,4,2007,Puzzle,Ignition Entertainment,0.04,0,0,0,0.05
13258,American Bass Challenge,6,2001,Sports,Starfish,0.03,0.01,0,0,0.05
13259,American Chopper 2: Full Throttle,7,2005,Racing,Activision,0.04,0.01,0,0,0.05
13260,Secret Service,28,2008,Action,Activision Value,0.04,0,0,0,0.05
13261,Sword Art Online: Game Director's Edition,18,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13262,Ultimate Ghosts 'n Goblins (JP sales),19,2006,Platform,Capcom,0,0,0.05,0,0.05
13263,Rugby 06,16,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05
13264,Fatal Frame II: Crimson Butterfly Director's Cut,29,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05
13265,Deadliest Catch: Alaskan Storm,28,2008,Sports,Navarre Corp,0.04,0,0,0,0.05
13266,2002 FIFA World Cup,7,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05
13267,Colin McRae Rally 2005,29,2004,Racing,Codemasters,0.04,0.01,0,0,0.05
13268,Kamen Rider: Battride War Genesis,20,2016,Action,Namco Bandai Games,0,0,0.05,0,0.05
13269,Venus & Braves: Majo to Megami to Horobi no Yogen,19,2011,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13270,Ship Simulator Extremes,13,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05
13271,Zoop,15,1995,Puzzle,MediaQuest,0.03,0.02,0,0,0.05
13272,Powerful Golf,4,2011,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05
13273,Saiyuki: Journey West,15,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05
13274,Detective Conan: Marionette Symphony,2,2013,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13275,FIFA Soccer 10,13,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05
13276,Amnesia Crowd,19,2013,Misc,Idea Factory,0,0,0.05,0,0.05
13277,American Chopper 2: Full Throttle,29,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05
13278,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,16,2008,Misc,Hackberry,0,0,0.05,0,0.05
13279,Monster Hunter Frontier Online,17,,Role-Playing,,0,0,0.05,0,0.05
13280,Ribbit King,7,2003,Sports,Atari,0.04,0.01,0,0,0.05
13281,VR Soccer '96,15,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
13282,Smash Court Tennis 3,19,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
13283,Diabolik Lovers,19,2012,Adventure,Idea Factory,0,0,0.05,0,0.05
13284,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,4,2008,Action,Konami Digital Entertainment,0,0,0.05,0,0.05
13285,Summoner: A Goddess Reborn,7,2003,Role-Playing,THQ,0.04,0.01,0,0,0.05
13286,Saints Row: Gat out of Hell,18,2015,Action,Deep Silver,0,0.04,0,0.01,0.05
13287,Rock of the Dead,17,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
13288,The Sims,13,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05
13289,Wasteland 2,30,2015,Role-Playing,Deep Silver,0.04,0.01,0,0,0.05
13290,Cesar Millan's Dog Whisperer,4,2008,Simulation,Ubisoft,0.04,0,0,0,0.05
13291,E.X. Troopers,17,2012,Shooter,Capcom,0,0,0.05,0,0.05
13292,Kiniro no Corda 2 Encore,16,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13293,Jewel Quest Mysteries,4,2009,Puzzle,Astragon,0.03,0.01,0,0,0.05
13294,Moon,4,2009,Adventure,Mastiff,0.04,0,0,0,0.05
13295,M&M's Adventure,4,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13296,ESPN Great Outdoor Games Bass 2002,6,2001,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.05
13297,Soul Eater: Plot of Medusa,4,2008,Action,Namco Bandai Games,0,0,0.05,0,0.05
13298,Payday 2,13,2013,Shooter,505 Games,0.04,0,0,0,0.05
13299,Grand Ages: Medieval,13,2015,Strategy,Kalypso Media,0,0.04,0,0,0.05
13300,Handball 16,17,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
13301,Gummy Bears Mini Golf,4,2010,Sports,Storm City Games,0.04,0,0,0,0.05
13302,Company of Heroes,13,2006,Strategy,THQ,0,0.04,0,0.01,0.05
13303,Rock Band Country Track Pack 2,28,2011,Misc,MTV Games,0.04,0,0,0,0.05
13304,Color Cross,4,2008,Misc,Rising Star Games,0.04,0,0,0,0.05
13305,Gaist Crusher,2,2013,Action,Capcom,0,0,0.05,0,0.05
13306,Punch King,6,2002,Fighting,Acclaim Entertainment,0.03,0.01,0,0,0.05
13307,Silent Hunter: Wolves of the Pacific,13,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05
13308,World Championship Pool 2004,16,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05
13309,V-Rally 3,6,2002,Racing,Atari,0.03,0.01,0,0,0.05
13310,The Dark Spire,4,2008,Role-Playing,Success,0.04,0,0,0,0.05
13311,Kakuto Chojin,29,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05
13312,Beyond Oasis,8,1993,Role-Playing,Sega,0,0,0.05,0,0.05
13313,Forza Motorsport 3: Ultimate Edition,28,2010,Racing,Microsoft Game Studios,0,0.04,0,0.01,0.05
13314,Robotech: Invasion,29,2004,Shooter,Global Star,0.04,0.01,0,0,0.05
13315,Wii de Asobu Chibi-Robo!,25,2009,Adventure,Nintendo,0,0,0.05,0,0.05
13316,Romance of the Three Kingdoms VI: Awakening of the Dragon,15,1998,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05
13317,To Heart 2 DX Plus,17,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05
13318,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,19,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13319,Naruto: Uzumaki Chronicles 2 (JP sales),16,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05
13320,Frogger: Ancient Shadow,7,2005,Platform,Konami Digital Entertainment,0.04,0.01,0,0,0.05
13321,Snoopy vs the Red Baron,19,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05
13322,Jonah Lomu Rugby Challenge,13,2011,Sports,Home Entertainment Suppliers,0,0.04,0,0.01,0.05
13323,Pet Vet: Down Under,4,2009,Simulation,Deep Silver,0.04,0,0,0,0.05
13324,World Series of Poker: Tournament of Champions 2007 Edition,25,2006,Misc,Activision,0.04,0,0,0,0.05
13325,National Geographic Challenge!,17,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.05
13326,Raze's Hell,29,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,0.05
13327,Rain (2013),17,2013,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05
13328,Billy the Wizard: Rocket Broomstick Racing,25,2007,Racing,Metro 3D,0.04,0,0,0,0.05
13329,Pool Party,25,2007,Sports,SouthPeak Games,0.04,0,0,0,0.05
13330,Microsoft Train Simulator,13,2001,Simulation,Microsoft Game Studios,0,0.04,0,0.01,0.05
13331,Shin Megami Tensei NINE,29,2002,Role-Playing,Atlus,0,0,0.05,0,0.05
13332,Magic Carpet,15,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05
13333,Hoshigami: Ruining Blue Earth,15,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05
13334,GunPey DS,4,2006,Puzzle,Atari,0.04,0,0,0,0.05
13335,Cabela's African Safari,19,2006,Sports,Activision Value,0.04,0,0,0,0.05
13336,Wing Island,25,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05
13337,Utawarerumono: Itsuwari no Kamen,17,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05
13338,Clever Kids: Creepy Crawlies,4,2009,Action,Midas Interactive Entertainment,0,0.04,0,0,0.05
13339,Supreme Commander,13,2007,Strategy,THQ,0,0.04,0,0.01,0.05
13340,NightCaster II: Equinox,29,2002,Action,Jaleco,0.03,0.01,0,0,0.05
13341,F1 2015,13,2015,Racing,Codemasters,0,0.04,0,0,0.05
13342,SD Gundam G Generation World,25,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05
13343,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,4,2008,Role-Playing,Square Enix,0,0,0.05,0,0.05
13344,Galaxy Racers,4,2010,Racing,Ubisoft,0.04,0,0,0,0.05
13345,Wonder World Amusement Park,25,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05
13346,Bubble Bobble Revolution,4,2005,Puzzle,Atari,0.04,0,0,0,0.05
13347,Game of Thrones (Telltale),18,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
13348,Time Crisis: Project Titan,15,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05
13349,Ys: The Ark of Napishtim,19,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,0.05
13350,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,4,2011,Action,Namco Bandai Games,0,0,0.05,0,0.05
13351,Crusader: No Remorse,15,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05
13352,Black & Bruised,7,2003,Fighting,Vivendi Games,0.04,0.01,0,0,0.05
13353,MiniCopter: Adventure Flight,25,2007,Simulation,505 Games,0.04,0,0,0,0.05
13354,Shaun the Sheep,4,2008,Adventure,D3Publisher,0.04,0,0,0,0.05
13355,Fast & Furious: Showdown,28,2013,Action,Activision,0,0.04,0,0,0.05
13356,World Championship Poker: Featuring Howard Lederer - All In,28,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05
13357,Test Drive: Ferrari Legends,28,2012,Racing,Atari,0.04,0,0,0,0.05
13358,Tom Clancy's Rainbow Six: Lockdown,7,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05
13359,FIFA Manager 12,13,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05
13360,Full Spectrum Warrior: Ten Hammers,29,2006,Strategy,THQ,0.03,0.01,0,0,0.05
13361,River City Soccer Hooligans,4,2010,Sports,Arc System Works,0.04,0,0.01,0,0.05
13362,Shin Hayarigami,20,2014,Adventure,Nippon Ichi Software,0,0,0.05,0,0.05
13363,TMNT,4,2007,Action,Ubisoft,0.03,0.01,0,0,0.05
13364,Turok: Dinosaur Hunter,10,1997,Shooter,Acclaim Entertainment,0,0,0.05,0,0.05
13365,Puyo Puyo Tetris,20,2014,Puzzle,Sega,0,0,0.05,0,0.05
13366,Taiko no Tatsujin Portable 2,19,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05
13367,Gitaroo Man,16,2001,Misc,THQ,0.02,0.02,0,0.01,0.05
13368,Super Bubble Pop,7,2003,Puzzle,Jaleco,0.04,0.01,0,0,0.05
13369,Mafia,13,2002,Action,Take-Two Interactive,0,0.04,0,0.01,0.05
13370,Rapala Fishing Frenzy 2009,28,2008,Sports,Activision,0.04,0,0,0,0.05
13371,Ride to Hell,17,2013,Racing,Deep Silver,0.02,0.02,0,0.01,0.05
13372,Arctic Tale,25,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13373,Balloon Pop,25,2007,Puzzle,505 Games,0.04,0,0,0,0.05
13374,XBLAZE Code: Embryo,20,2013,Adventure,Arc System Works,0.03,0,0.01,0.01,0.05
13375,Black Mirror 2,13,2009,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13376,Time Travelers,20,2012,Adventure,Level 5,0,0,0.05,0,0.05
13377,Amnesia Later,19,2012,Misc,Idea Factory,0,0,0.05,0,0.05
13378,B-Boy,19,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05
13379,Cocoto Kart Racer,4,2004,Racing,Big Ben Interactive,0.04,0,0,0,0.05
13380,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,20,2011,Adventure,ChunSoft,0,0,0.05,0,0.05
13381,Intellivision Lives!,29,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
13382,Crazy Chicken: Atlantis Quest,4,2007,Platform,Phenomedia,0.04,0,0,0,0.05
13383,Test Drive Le Mans,15,1999,Racing,Infogrames,0.03,0.02,0,0,0.05
13384,Counter Force,25,2007,Shooter,505 Games,0.04,0,0,0,0.05
13385,Monster Jam: Maximum Destruction,7,2002,Racing,Ubisoft,0.04,0.01,0,0,0.05
13386,Professor Heinz Wolff's Gravity,4,2008,Puzzle,Deep Silver,0.04,0,0,0,0.05
13387,Fantastic Four: Rise of the Silver Surfer,25,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05
13388,Big Air Freestyle,7,2002,Racing,Atari,0.04,0.01,0,0,0.05
13389,Rimo-Cocoron,16,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05
13390,Rugby World Cup 2015,28,2015,Sports,Ubisoft,0,0.04,0,0,0.05
13391,Mike Tyson Heavyweight Boxing,29,2002,Sports,Codemasters,0.03,0.01,0,0,0.05
13392,To Love-Ru Trouble Darkness: Battle Ecstasy,20,2014,Action,FuRyu,0,0,0.05,0,0.05
13393,The Berenstain Bears and the Spooky Old Tree,6,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05
13394,Lux-Pain,4,2008,Adventure,Rising Star Games,0.04,0,0,0,0.05
13395,Ford Bold Moves Street Racing,19,2006,Racing,Xplosiv,0.04,0,0,0,0.05
13396,Cabela's Trophy Bucks,28,2007,Sports,Activision Value,0.04,0,0,0,0.05
13397,Hakuouki: Bakumatsu Musou Roku,19,2012,Action,Idea Factory,0,0,0.05,0,0.05
13398,Mahjong 3D: Warriors of the Emperor,2,2011,Misc,DTP Entertainment,0,0.04,0,0.01,0.05
13399,Hiiro no Kakera DS,4,2008,Adventure,Idea Factory,0,0,0.05,0,0.05
13400,March of the Penguins,4,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13401,Rock of the Dead,28,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
13402,Arcana Famiglia: La storia della Aracana Famiglia,19,2011,Adventure,Comfort,0,0,0.05,0,0.05
13403,Tokyo Ghoul: Jail,20,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05
13404,City Life: World Edition,13,2007,Simulation,Monte Christo Multimedia,0,0.04,0,0.01,0.05
13405,The Misadventures of Tron Bonne,15,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05
13406,Centipede: Infestation,2,2011,Shooter,Atari,0.04,0,0,0,0.05
13407,Wolfenstein,13,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05
